City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,z-score
Ahmedabad,2015-01-01,73.24,141.54,0.92,18.22,17.15,24.97528649807415,0.92,27.64,133.36,0.0,0.02,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-02,73.24,141.54,0.97,15.69,16.46,24.97528649807415,0.97,24.55,34.06,3.68,5.5,3.77,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-03,73.24,141.54,17.4,19.3,29.7,24.97528649807415,17.4,29.07,30.7,6.8,16.4,2.25,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-04,73.24,141.54,1.7,18.48,17.97,24.97528649807415,1.7,18.59,36.08,4.43,10.14,1.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-05,73.24,141.54,22.1,21.42,37.76,24.97528649807415,22.1,39.33,39.31,7.01,18.89,2.78,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-06,73.24,141.54,45.41,38.48,81.5,24.97528649807415,45.41,45.76,46.51,5.42,10.83,1.93,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-07,73.24,141.54,112.16,40.62,130.77,24.97528649807415,112.16,32.28,33.47,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-08,73.24,141.54,80.87,36.74,96.75,24.97528649807415,80.87,38.54,31.89,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-09,73.24,141.54,29.16,31.0,48.0,24.97528649807415,29.16,58.68,25.75,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-10,73.24,141.54,80.615,7.04,0.0,24.97528649807415,80.615,8.29,4.55,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-11,73.24,141.54,132.07,55.8,24.53,24.97528649807415,132.07,25.03,6.79,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-12,73.24,141.54,52.04,40.67,90.24,24.97528649807415,52.04,51.84,45.89,2.41,0.03,7.88,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-13,73.24,141.54,48.82,44.2,87.09,24.97528649807415,48.82,68.21,35.16,9.45,13.35,12.5,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-14,73.24,141.54,19.2,27.86,33.05,24.97528649807415,19.2,52.65,20.96,2.16,2.26,5.19,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-15,73.24,141.54,0.6,16.96,16.6,24.97528649807415,0.6,28.89,47.63,0.14,0.04,1.35,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-16,73.24,141.54,1.63,21.72,22.86,24.97528649807415,1.63,38.27,46.03,0.35,0.05,2.01,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-17,73.24,141.54,11.44,24.73,34.75,24.97528649807415,11.44,49.5,52.24,0.68,0.0,3.27,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-18,73.24,141.54,6.1,25.77,29.57,24.97528649807415,6.1,48.43,53.49,0.74,0.21,2.75,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-19,73.24,141.54,2.51,26.88,27.45,24.97528649807415,2.51,50.03,49.48,0.26,0.02,2.8,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-20,73.24,141.54,7.92,26.8,32.4,24.97528649807415,7.92,58.87,56.37,0.24,0.01,3.97,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-21,73.24,141.54,9.52,33.56,39.28,24.97528649807415,9.52,106.93,48.75,0.33,0.0,5.65,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-22,73.24,141.54,9.05,17.51,22.33,24.97528649807415,9.05,23.71,42.22,0.0,0.0,4.51,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-23,73.24,141.54,22.53,27.96,47.79,24.97528649807415,22.53,39.19,32.92,0.39,0.0,5.95,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-24,73.24,141.54,2.03,20.39,21.4,24.97528649807415,2.03,40.07,32.49,0.47,0.7,1.54,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-25,73.24,141.54,1.42,20.43,20.19,24.97528649807415,1.42,58.41,39.26,0.01,0.0,0.94,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-26,73.24,141.54,2.27,21.16,21.81,24.97528649807415,2.27,43.73,39.83,0.06,0.0,1.55,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-27,73.24,141.54,2.19,21.7,23.26,24.97528649807415,2.19,43.28,41.1,0.02,0.0,1.65,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-28,73.24,141.54,5.72,21.11,25.84,24.97528649807415,5.72,36.52,62.42,0.03,0.01,1.41,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-29,83.13,141.54,6.93,28.71,33.72,24.97528649807415,6.93,49.52,59.76,0.02,0.0,3.14,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-30,79.84,141.54,13.85,28.68,41.08,24.97528649807415,13.85,48.49,97.07,0.04,0.0,4.81,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-01-31,94.52,141.54,24.39,32.66,52.61,24.97528649807415,24.39,67.39,111.33,0.24,0.01,7.67,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-01,135.99,141.54,43.48,42.08,84.57,24.97528649807415,43.48,75.23,102.7,0.4,0.04,25.87,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-02,178.33,141.54,54.56,35.31,72.8,24.97528649807415,54.56,55.04,107.38,0.46,0.06,35.61,178.33,Moderate,0.2147306200117395
Ahmedabad,2015-02-03,139.7,141.54,30.61,28.4,56.73,24.97528649807415,30.61,33.79,73.6,0.17,0.03,11.87,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-04,80.65,141.54,2.37,22.83,24.0,24.97528649807415,2.37,25.73,47.3,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-05,58.36,141.54,2.6,21.39,23.31,24.97528649807415,2.6,32.66,53.54,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-06,79.29,141.54,1.16,26.94,26.83,24.97528649807415,1.16,67.41,59.3,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-07,88.7,141.54,7.29,31.32,37.73,24.97528649807415,7.29,80.09,44.76,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-08,74.28,141.54,8.92,27.3,33.42,24.97528649807415,8.92,54.28,47.42,0.0,0.0,0.27,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-09,113.93,141.54,4.32,24.27,26.86,24.97528649807415,4.32,48.73,39.94,0.02,0.0,3.55,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-10,105.39,141.54,1.41,18.21,18.75,24.97528649807415,1.41,35.91,56.15,0.0,0.0,3.31,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-11,66.52,141.54,6.34,23.8,28.24,24.97528649807415,6.34,66.58,53.14,9.7,9.63,16.49,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-12,65.04,141.54,14.19,30.1,44.21,24.97528649807415,14.19,65.91,31.88,7.72,17.46,2.51,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-13,103.36,141.54,18.18,39.56,57.33,24.97528649807415,18.18,80.43,40.11,11.29,24.35,3.35,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-14,177.33,141.54,37.49,47.58,77.85,24.97528649807415,37.49,99.72,36.47,17.0,52.66,6.98,177.33,Moderate,0.21030232598372248
Ahmedabad,2015-02-15,113.25,141.54,15.55,30.5,44.87,24.97528649807415,15.55,69.71,33.78,10.47,28.53,3.22,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-16,99.7,141.54,19.85,28.1,47.31,24.97528649807415,19.85,73.23,30.57,10.28,31.25,4.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-17,80.61,141.54,15.96,21.04,35.67,24.97528649807415,15.96,54.7,36.2,8.14,18.75,2.52,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-18,100.79,141.54,16.24,25.93,41.91,24.97528649807415,16.24,43.11,37.43,10.0,32.41,4.04,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-19,107.99,141.54,11.25,30.09,40.47,24.97528649807415,11.25,84.86,31.94,9.2,24.03,3.25,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-20,140.29,141.54,33.84,36.14,68.85,24.97528649807415,33.84,101.53,40.98,20.12,43.51,7.48,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-21,239.96,141.54,61.95,46.25,106.92,24.97528649807415,61.95,84.87,33.55,22.14,53.98,15.44,239.96,Poor,0.41641486692237667
Ahmedabad,2015-02-22,142.96,141.54,45.45,48.21,92.32,24.97528649807415,45.45,62.96,34.77,7.35,22.4,8.47,142.96,Moderate,0.020445659392092235
Ahmedabad,2015-02-23,238.41,141.54,77.7,55.07,131.32,24.97528649807415,77.7,89.07,37.3,50.61,163.64,28.46,238.41,Poor,0.41262074353715655
Ahmedabad,2015-02-24,118.72,141.54,12.56,32.01,42.56,24.97528649807415,12.56,61.54,38.8,16.89,46.52,6.05,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-25,52.99,141.54,2.23,10.45,10.39,24.97528649807415,2.23,32.76,67.25,3.85,11.39,0.81,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-26,55.0225,141.54,2.5675,12.04,13.0225,24.97528649807415,2.5675,31.68,58.057500000000005,3.56,8.9375,0.9375,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-27,57.055,141.54,2.9050000000000002,13.629999999999999,15.655000000000001,24.97528649807415,2.9050000000000002,30.6,48.865,3.27,6.485,1.065,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-02-28,59.0875,141.54,3.2425,15.219999999999999,18.2875,24.97528649807415,3.2425,29.52,39.6725,2.98,4.032500000000001,1.1925000000000001,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-01,61.12,141.54,3.58,16.81,20.92,24.97528649807415,3.58,28.44,30.48,2.69,1.58,1.32,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-02,60.78,141.54,9.07,18.21,27.34,24.97528649807415,9.07,29.48,34.75,2.05,0.55,0.22,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-03,91.83,141.54,12.99,28.71,40.76,24.97528649807415,12.99,39.71,38.46,2.69,1.74,2.25,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-04,93.88,141.54,18.21,29.38,47.01,24.97528649807415,18.21,62.75,46.79,5.21,2.55,1.55,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-05,173.01,141.54,48.44,42.27,90.73,24.97528649807415,48.44,78.76,59.39,9.72,9.96,4.13,173.01,Moderate,0.190583847561953
Ahmedabad,2015-03-06,139.23,141.54,25.47,29.185000000000002,54.695,24.97528649807415,25.47,54.025000000000006,64.64500000000001,13.745000000000001,7.855,2.26,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-07,105.45,141.54,2.5,16.1,18.66,24.97528649807415,2.5,29.29,69.9,17.77,5.75,0.39,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-08,71.56,141.54,3.51,16.83,20.32,24.97528649807415,3.51,30.28,57.16,3.95,8.01,0.63,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-09,119.8,141.54,4.13,24.07,27.9,24.97528649807415,4.13,50.35,50.49,4.85,12.15,1.35,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-10,106.71,141.54,5.39,25.59,30.51,24.97528649807415,5.39,38.85,60.17,5.58,14.17,1.74,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-11,118.49,141.54,4.11,28.94,31.83,24.97528649807415,4.11,54.2,53.61,7.9,21.32,2.78,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-12,106.01,141.54,4.28,27.31,30.54,24.97528649807415,4.28,70.29,40.91,9.45,15.54,1.71,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-13,97.34,141.54,3.67,21.58,24.62,24.97528649807415,3.67,64.39,45.69,5.61,15.02,2.25,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-14,83.92,141.54,6.42,25.03,30.8,24.97528649807415,6.42,67.53,34.94,8.24,21.47,3.09,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-15,49.51,141.54,3.1,14.16,16.15,24.97528649807415,3.1,48.33,37.95,4.34,11.34,1.09,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-16,30.76,141.54,2.72,14.14,16.98,24.97528649807415,2.72,43.62,54.78,3.58,9.38,0.84,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-17,50.29,141.54,5.34,29.84,33.28,24.97528649807415,5.34,59.23,45.44,5.45,15.12,1.65,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-18,57.69,141.54,25.36,29.48,54.79,24.97528649807415,25.36,58.33,52.87,9.55,32.11,4.53,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-19,105.06,141.54,46.24,37.05,82.23,24.97528649807415,46.24,53.62,45.65,20.89,75.36,12.7,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-20,94.1,141.54,22.14,36.53,57.49,24.97528649807415,22.14,61.31,46.77,17.5,52.01,7.9,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-21,111.89,141.54,22.25,43.29,64.53,24.97528649807415,22.25,66.44,50.57,18.03,56.86,8.86,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-22,108.59,141.54,25.38,39.34,63.01,24.97528649807415,25.38,75.8,46.68,15.78,48.41,7.07,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-23,130.76,141.54,45.61,41.03,85.76,24.97528649807415,45.61,65.77,41.58,24.12,85.31,12.56,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-24,143.55,141.54,27.3,31.15,57.16,24.97528649807415,27.3,50.98,35.38,18.61,72.78,10.15,143.55,Moderate,0.024471692557948514
Ahmedabad,2015-03-25,165.07,141.54,23.83,34.48,57.71,24.97528649807415,23.83,64.32,43.79,29.14,64.01,8.51,165.07,Moderate,0.1516502784678833
Ahmedabad,2015-03-26,166.85,141.54,17.93,43.3,60.07,24.97528649807415,17.93,79.71,53.44,24.09,67.38,9.76,166.85,Moderate,0.1607006980323254
Ahmedabad,2015-03-27,147.38,141.54,6.4,35.82,40.22,24.97528649807415,6.4,46.89,17.94,14.23,41.88,5.7,147.38,Moderate,0.04982298457520351
Ahmedabad,2015-03-28,158.25,141.54,5.86,27.89,32.65,24.97528649807415,5.86,142.36,38.54,13.67,21.24,2.83,158.25,Moderate,0.11508948794119114
Ahmedabad,2015-03-29,237.76,141.54,4.99,21.8,25.37,24.97528649807415,4.99,96.28,39.77,8.68,14.95,1.28,237.76,Poor,0.41101493719167853
Ahmedabad,2015-03-30,133.37,141.54,3.88,17.99,21.02,24.97528649807415,3.88,57.34,39.66,5.76,11.74,1.04,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-03-31,133.3,141.54,6.52,20.0,26.18,24.97528649807415,6.52,51.58,59.03,9.94,21.13,2.31,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-01,96.04,141.54,3.8,20.07,23.46,24.97528649807415,3.8,62.42,46.61,7.54,13.44,1.65,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-02,77.69,141.54,5.24,18.87,23.06,24.97528649807415,5.24,100.48,27.14,9.49,11.77,1.6,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-03,53.07,141.54,4.17,13.82,17.45,24.97528649807415,4.17,40.36,21.76,4.47,6.94,0.42,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-04,63.11,141.54,5.63,15.5,18.49,24.97528649807415,5.63,38.21,4.72,5.2,8.17,0.73,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-05,156.76,141.54,3.92,16.7,20.97,24.97528649807415,3.92,26.32,37.11,3.88,10.78,0.97,156.76,Moderate,0.10667843497507967
Ahmedabad,2015-04-06,120.96,141.54,4.23,20.86,25.02,24.97528649807415,4.23,35.54,35.66,6.05,15.85,1.68,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-07,138.63,141.54,5.65,25.47,30.67,24.97528649807415,5.65,87.43,29.77,11.25,24.67,3.12,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-08,144.36,141.54,15.82,30.69,46.1,24.97528649807415,15.82,66.39,27.34,17.22,49.56,7.71,144.36,Moderate,0.029945355130877746
Ahmedabad,2015-04-09,85.03,141.54,3.3,26.7,27.41,24.97528649807415,3.3,59.16,35.89,7.58,29.19,4.08,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-10,134.6,141.54,5.9,26.27,28.7,24.97528649807415,5.9,34.53,7.0,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-11,61.06,141.54,3.52,14.03,17.59,24.97528649807415,3.52,8.08,19.54,0.0,0.0,0.01,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-12,39.42,141.54,5.28,19.56,24.66,24.97528649807415,5.28,17.66,31.3,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-13,111.86,141.54,3.89,22.51,25.17,24.97528649807415,3.89,15.84,31.23,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-14,58.37,141.54,5.74,21.71,27.69,24.97528649807415,5.74,25.9,43.92,2.15,10.46,5.4,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-15,95.37,141.54,18.01,26.23,44.34,24.97528649807415,18.01,13.59,41.64,1.21,3.28,20.78,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-16,141.3,141.54,30.8,36.88,66.53,24.97528649807415,30.8,41.06,37.66,0.66,0.01,28.13,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-17,106.68,141.54,19.91,46.38,54.77,24.97528649807415,19.91,31.56,48.49,1.67,0.0,15.95,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-18,109.48,141.54,4.3,20.27,22.86,24.97528649807415,4.3,46.6,31.34,0.05,0.0,6.19,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-19,126.04,141.54,6.99,20.18,26.78,24.97528649807415,6.99,79.56,28.71,0.2,0.0,6.4,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-20,71.22,141.54,16.73,21.32,37.58,24.97528649807415,16.73,50.09,28.39,1.38,23.54,6.09,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-21,97.87,141.54,6.3,17.96,23.45,24.97528649807415,6.3,13.85,34.16,0.21,4.91,2.95,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-22,63.38,141.54,3.44,13.28,15.44,24.97528649807415,3.44,24.79,43.62,0.0,0.0,1.23,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-23,75.29,141.54,3.35,14.29,17.97,24.97528649807415,3.35,76.05,60.71,0.0,0.01,2.27,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-24,80.9,141.54,5.7,18.62,24.23,24.97528649807415,5.7,65.44,22.8,0.05,0.09,3.46,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-25,103.29,141.54,4.55,19.82,23.69,24.97528649807415,4.55,85.42,22.18,0.06,1.17,2.58,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-26,107.5,141.54,5.29,15.56,19.73,24.97528649807415,5.29,74.37,10.12,0.09,0.16,2.91,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-27,161.14,141.54,3.11,14.77,16.12,24.97528649807415,3.11,118.35,59.73,0.0,2.55,0.0,161.14,Moderate,0.1309601059122098
Ahmedabad,2015-04-28,102.58,141.54,3.88,12.74,16.82,24.97528649807415,3.88,41.94,26.89,0.02,6.4,0.76,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-29,138.42,141.54,5.05,16.7,21.56,24.97528649807415,5.05,77.74,27.18,0.01,0.88,2.01,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-04-30,129.04,141.54,5.69,14.86,19.66,24.97528649807415,5.69,78.27,18.67,0.0,0.0,1.54,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-01,96.65,141.54,4.67,15.9,20.53,24.97528649807415,4.67,39.41,11.83,0.01,0.0,3.11,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-02,126.77,141.54,15.69,23.93,39.73,24.97528649807415,15.69,93.18,36.71,0.22,0.04,10.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-03,106.15,141.54,13.12,23.02,35.05,24.97528649807415,13.12,65.95,81.6,0.3,0.02,9.69,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-04,86.31,141.54,2.69,10.5,10.9,24.97528649807415,2.69,50.13,90.54,0.47,0.15,12.8,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-05,83.99,141.54,2.73,0.08,2.75,24.97528649807415,2.73,34.06,69.57,0.28,0.05,8.97,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-06,65.11,141.54,3.14,4.58,6.75,24.97528649807415,3.14,22.27,32.26,0.17,0.04,5.84,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-07,51.03,141.54,6.24,20.47,26.2,24.97528649807415,6.24,15.5,31.44,0.0,0.0,1.29,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-08,38.73,141.54,8.0,19.28,26.61,24.97528649807415,8.0,20.13,25.7,0.0,0.0,2.08,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-09,61.12,141.54,9.94,17.82,27.18,24.97528649807415,9.94,39.69,25.9,0.0,0.0,3.49,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-10,58.44,141.54,10.68,17.24,27.38,24.97528649807415,10.68,54.69,18.89,0.0,0.0,1.39,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-11,61.49,141.54,11.44,16.69,27.61,24.97528649807415,11.44,42.66,18.2,0.01,0.0,2.59,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-12,65.39,141.54,12.3,16.08,27.86,24.97528649807415,12.3,27.96,22.35,0.0,0.0,2.29,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-13,100.92,141.54,20.42,18.9,37.83,24.97528649807415,20.42,31.9,22.84,4.9,19.26,8.21,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-14,97.48,141.54,5.31,30.02,33.62,24.97528649807415,5.31,36.05,16.26,10.6,34.91,3.85,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-15,129.27,141.54,14.28,28.33,41.92,24.97528649807415,14.28,70.13,25.4,16.9,44.19,4.97,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-16,129.58,141.54,21.23,28.79,45.4,24.97528649807415,21.23,17.66,34.42,20.53,85.73,11.56,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-17,100.57,141.54,7.56,18.79,24.33,24.97528649807415,7.56,38.76,38.83,4.92,17.94,1.54,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-18,130.34,141.54,7.14,17.43,23.72,24.97528649807415,7.14,52.07,29.05,5.05,14.0,1.3,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-19,53.24,141.54,8.05,15.86,23.34,24.97528649807415,8.05,36.23,21.58,5.23,15.0,1.02,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-20,42.0,141.54,10.44,18.16,21.8,24.97528649807415,10.44,17.0,25.5,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-21,50.1,141.54,9.46,14.9,22.5,24.97528649807415,9.46,30.67,12.91,0.41,1.89,1.44,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-22,83.69,141.54,10.89,17.18,27.15,24.97528649807415,10.89,41.12,35.61,12.62,20.2,17.84,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-23,38.88,141.54,2.18,16.28,17.74,24.97528649807415,2.18,26.4,12.47,3.0,6.96,6.37,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-24,46.89,141.54,2.96,16.17,18.49,24.97528649807415,2.96,41.96,10.74,3.41,8.87,3.53,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-25,70.96,141.54,4.12,15.47,19.28,24.97528649807415,4.12,23.67,16.01,3.72,8.13,4.06,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-26,53.66,141.54,4.23,14.43,18.06,24.97528649807415,4.23,14.46,45.64,2.39,6.4,3.53,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-27,45.49,141.54,4.26,13.73,17.1,24.97528649807415,4.26,12.85,71.85,2.5,5.96,3.36,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-28,60.86,141.54,5.27,16.61,21.42,24.97528649807415,5.27,14.91,41.19,3.03,9.18,6.54,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-29,51.93,141.54,13.71,17.87,31.64,24.97528649807415,13.71,15.33,12.88,6.32,19.17,10.57,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-30,77.87,141.54,6.67,17.12,23.0,24.97528649807415,6.67,46.82,16.67,4.79,9.78,5.1,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-05-31,57.59,141.54,5.6,15.47,20.42,24.97528649807415,5.6,41.68,25.51,2.64,6.3,3.08,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-01,77.22,141.54,7.02,15.47,21.13,24.97528649807415,7.02,71.97,9.56,3.74,8.45,1.17,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-02,45.29,141.54,7.25,12.74,19.66,24.97528649807415,7.25,18.64,6.32,2.73,6.99,0.76,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-03,103.78,141.54,6.36,13.9,19.86,24.97528649807415,6.36,7.76,15.27,0.82,1.37,0.81,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-04,25.14,141.54,6.01,18.73,24.74,24.97528649807415,6.01,38.05,38.52,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-05,87.03,141.54,8.05,17.88,25.53,24.97528649807415,8.05,23.84,48.22,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-06,89.6,141.54,6.59,19.84,25.9,24.97528649807415,6.59,48.05,44.78,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-07,80.69,141.54,6.86,16.07,22.25,24.97528649807415,6.86,39.85,32.65,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-08,44.75,141.54,7.76,16.53,24.29,24.97528649807415,7.76,9.89,8.07,0.0,0.0,0.0,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-09,38.11,141.54,7.41,11.62,19.03,24.97528649807415,7.41,3.13,6.69,2.5,5.93,0.74,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-10,45.5,141.54,8.56,15.59,24.15,24.97528649807415,8.56,0.76,3.82,5.09,8.52,1.82,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-11,36.98,141.54,8.21,11.52,19.74,24.97528649807415,8.21,0.52,5.17,3.63,8.16,1.33,141.54,Moderate,0.010618280815977746
Ahmedabad,2015-06-12,43.58,141.54,8.26,13.33,21.58,24.97528649807415,8.26,1.02,7.56,3.59,6.79,1.5,141.54,Moderate,0.010618280815977746
